# Apple Computer stock data, NASDAQ:AAPL
# From 14 Feb 2011, 10 Feb 2012, daily
# Date Open High Low Close Volume
57 348.40 350.95 346.05 346.75 12009336
58 349.69 350.00 346.21 346.66 10008755
59 347.86 349.20 346.53 347.60 7312593
60 348.89 349.69 346.66 349.45 10074567
61 349.02 350.00 345.24 347.23 12002669
62 346.12 347.12 342.27 346.57 11462799
63 345.66 346.25 340.35 340.50 11649708
64 339.20 341.22 332.60 333.30 16076482
65 332.00 336.14 330.73 336.14 16170951
66 336.47 341.05 336.00 339.87 11956181
67 342.08 342.41 338.67 340.53 9327330
68 339.56 340.95 335.02 335.22 12078244
69 329.97 335.98 329.42 334.40 13661031
70 335.50 335.90 331.34 332.19 11502950
71 333.43 338.56 332.85 336.78 10507919
72 335.97 336.89 334.44 335.00 7953393
73 337.41 337.41 337.41 337.41 0
74 341.10 347.83 341.00 347.83 14919162
75 348.87 352.13 344.65 345.51 19810086
76 346.50 347.98 344.30 346.10 12103016
77 343.18 345.33 342.01 343.44 11194395
78 345.96 347.05 337.81 338.04 16497811
79 338.17 338.22 331.90 332.04 18927580
80 331.78 334.80 330.65 332.24 11924511
81 333.25 333.67 330.75 331.49 9834457
82 330.55 331.66 325.51 325.90 15504200
83 327.20 328.31 325.07 326.60 11773444
84 330.00 333.25 329.31 332.44 11948843
85 329.75 330.30 324.88 326.75 14264555
86 326.90 328.68 318.33 325.16 18235334
87 328.99 329.25 319.36 320.26 21981807
88 317.36 317.70 310.50 315.32 22880182
89 316.68 325.80 315.20 325.30 17620502
90 325.16 328.90 322.38 322.61 13949348
91 318.94 331.69 318.12 331.23 19991322
92 331.37 333.15 325.09 326.35 15711616
93 327.59 333.90 327.25 332.04 12141419
94 333.65 336.70 333.44 335.26 10510701
95 336.04 336.37 331.88 334.04 12597010
96 334.70 336.13 332.84 335.67 11543913
97 343.26 343.26 343.26 343.26 0
98 343.00 349.83 342.50 349.43 12688374
99 348.95 354.10 346.71 351.76 15879463
100 354.67 358.00 354.00 357.20 14273617
101 353.34 360.00 352.20 359.71 17497377
102 356.34 359.77 352.82 354.00 15816282
103 353.53 357.68 348.62 353.75 16128813
104 358.33 360.00 356.38 358.02 13987074
105 361.01 361.61 356.34 357.77 15376165
106 361.17 365.00 359.17 364.92 17302334
107 365.43 374.65 365.28 373.80 20451089
108 378.00 378.65 373.32 376.85 29255192
109 396.12 396.27 386.00 386.90 33618816
110 386.95 390.06 383.90 387.29 18804148
111 388.32 395.05 387.75 393.30 18454555
112 390.35 400.00 389.62 398.50 21064442
113 400.00 404.50 399.68 403.41 17020718
114 400.59 402.64 392.15 392.59 23547210
115 391.62 396.99 388.13 391.82 21215156
116 387.64 395.15 384.00 390.48 22592270
117 397.78 399.50 392.37 396.75 21886851
118 397.65 397.90 388.35 388.91 22840680
119 388.22 393.55 382.24 392.57 26160828
120 389.41 391.32 377.35 377.37 31121632
121 380.44 383.50 362.57 373.62 43020050
122 361.69 367.77 353.02 353.21 40850172
# 123 is 9 August 2011
123 0.00 374.61 355.00 374.01 38663672
124 371.15 374.65 362.50 363.69 31380328
125 370.52 375.45 364.72 373.70 26498730
126 378.02 379.64 374.23 376.99 18891915
127 379.63 384.97 378.09 383.41 16447924
128 381.52 383.37 376.06 380.48 17817446
129 382.31 384.52 378.00 380.44 15787849
130 370.84 372.65 361.37 366.05 30408327
131 362.17 367.00 356.00 356.03 27710078
132 364.51 364.88 355.09 356.44 19118030
133 360.30 373.64 357.00 373.60 23458368
134 373.47 378.96 370.60 376.18 22366701
135 365.08 375.45 365.00 373.72 31117868
136 371.17 383.80 370.80 383.58 22909823
137 388.18 391.50 388.00 389.97 14473307
138 388.25 391.84 386.21 389.99 14925752
139 390.57 392.08 381.86 384.83 18669842
140 385.82 387.34 380.72 381.03 12275815
141 374.74 378.00 371.83 374.05 15684502
142 367.37 380.33 366.48 379.74 18203447
143 385.56 385.60 382.00 383.93 12520542
144 382.40 388.61 382.31 384.14 14862780
145 383.93 386.00 375.02 377.48 20181344
146 373.00 380.88 371.90 379.94 16708284
147 382.14 386.21 380.25 384.62 15740641
148 387.02 392.21 385.76 389.30 19097264
149 391.43 393.66 389.90 392.96 14922083
150 395.54 400.50 395.03 400.50 24946023
151 397.00 413.23 395.20 411.63 29423540
152 415.25 422.86 411.19 413.45 27705327
153 419.64 421.59 412.00 412.14 21641965
154 401.03 409.82 396.70 401.82 34588591
155 400.28 406.74 399.85 404.30 19517230
156 399.86 403.98 391.30 403.17 29031266
157 408.73 409.25 398.06 399.26 22589196
158 400.19 403.74 396.51 397.01 15351883
159 401.92 402.21 386.21 390.57 23263021
160 387.12 388.89 381.18 381.32 19579889
161 380.37 382.64 373.17 374.60 23895573
162 374.57 381.80 354.24 372.50 44059841
163 367.86 379.82 360.30 378.25 28088194
164 373.33 384.78 371.80 377.37 29020722
165 375.78 377.74 368.49 369.80 19129166
166 379.09 388.81 378.21 388.81 15804041
167 392.57 403.18 391.50 400.29 21631495
168 407.34 409.25 400.14 402.19 22224426
169 404.98 408.43 402.85 408.43 15220825
170 416.83 422.00 415.27 422.00 20477390
171 421.74 426.70 415.94 419.99 24501528
172 421.76 424.81 415.99 422.24 31485728
173 401.35 408.42 397.80 398.62 39428299
174 400.00 400.35 394.21 395.31 19626042
175 398.10 399.14 390.75 392.87 22187216
176 396.18 406.50 395.40 405.77 17941292
177 405.03 406.55 397.38 397.77 15378600
178 401.76 402.55 393.15 400.60 16296426
179 407.56 409.00 401.89 404.69 17673331
180 403.00 406.35 402.51 404.95 11529964
181 402.42 409.33 401.05 404.78 13772329
182 397.41 399.50 393.22 396.51 18992411
183 400.09 400.44 395.11 397.41 11723381
184 399.07 403.40 395.36 403.07 15768725
185 402.03 403.44 399.16 400.24 10793856
186 399.91 400.00 396.13 399.73 9652257
187 402.21 408.00 401.56 406.23 14301406
188 396.97 400.89 394.23 395.28 19952990
189 397.03 397.21 382.15 385.22 26606467
190 386.61 388.70 380.26 384.62 23349431
191 383.52 385.25 378.20 379.26 15466501
192 380.80 389.50 379.45 388.83 15392116
193 389.25 391.14 384.32 384.77 12471716
194 383.98 384.58 375.50 377.41 17147164
195 378.92 379.99 374.88 374.94 13288395
196 370.40 371.68 365.91 369.01 16007227
197 371.02 377.93 370.94 376.51 14617763
198 366.99 366.99 366.99 366.99 0
199 368.42 371.15 363.32 363.57 9098543
200 372.35 376.72 370.33 376.12 12380122
201 375.84 378.83 370.20 373.20 13429694
202 381.29 382.28 378.30 382.20 14502386
203 382.54 389.00 380.75 387.93 13827834
204 389.83 393.63 388.58 389.70 13545470
205 393.49 396.41 390.39 393.01 12763161
206 392.51 394.63 389.38 390.95 10135859
207 389.93 390.94 386.76 389.09 10892847
208 391.45 395.50 390.23 390.66 13441293
209 392.85 394.04 391.03 393.62 10612255
210 391.68 393.90 389.45 391.84 10752338
211 393.00 395.40 387.10 388.81 12112029
212 386.70 387.38 377.68 380.19 14541240
213 383.33 383.74 378.31 378.94 9158875
214 380.36 384.15 379.57 381.02 15056343
215 382.47 384.85 380.48 382.21 8411702
216 387.76 396.10 387.26 395.95 12050104
217 396.69 397.30 392.01 396.44 9390954
218 397.00 399.13 396.10 398.55 7227016
219 403.43 403.43 403.43 403.43 0
220 403.10 409.09 403.02 406.53 9472659
221 406.89 408.25 401.34 402.64 8173461
222 403.40 405.65 400.51 405.12 7719863
223 405.00 405.00 405.00 405.00 0
224 409.40 412.50 409.00 411.23 10794957
225 410.00 414.68 409.28 413.44 9294444
226 414.95 418.55 412.67 418.03 9688115
227 419.77 422.75 419.22 422.40 11370916
228 425.50 427.75 421.35 421.73 14072256
229 425.91 426.00 421.50 423.24 9225966
230 422.68 422.85 419.31 422.55 7685437
231 422.28 422.90 418.75 421.39 7597273
232 419.81 419.81 419.81 419.81 0
233 424.20 425.99 422.96 424.70 8674865
234 426.96 429.47 426.30 429.11 9885394
235 430.15 431.37 426.51 427.75 9347779
236 427.49 427.50 419.75 420.30 14784607
237 422.67 428.45 422.30 427.41 10930778
238 425.10 425.10 419.55 420.41 19558473
239 454.44 454.45 443.73 446.66 34223691
240 448.36 448.79 443.14 444.63 11579673
241 444.34 448.48 443.77 447.28 10710233
242 445.71 453.90 445.39 453.01 13547439
243 455.59 458.24 453.07 456.48 13996855
244 458.41 458.99 455.55 456.19 9644366
245 455.90 457.17 453.98 455.12 6671221
246 457.30 460.00 455.56 459.68 10245287
247 458.38 464.98 458.20 463.97 8917228
248 465.25 469.75 464.58 468.83 11293609
249 470.50 476.79 469.70 476.68 14567040
250 480.76 496.75 480.56 493.17 31579086
251 490.96 497.62 488.55 493.42 22546425

